,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_foryou,hash_foryoupage,hash_funny,hash_fy,hash_fyp,hash_fypシ,hash_johnnydepp,hash_relatable,hash_stitch,hash_viral
4,CA,7099590386615667973,1653002202,🚨Part 2 is even funnier! FOLLOW ME TO WATCH IT🚨#fyp#viral#montreal#canada,6747350740106462214,Omar,"FOLLOW ME ON TIKTOK & INSTA ⬆️
  WELCOME TO THE BIG FAM 😎",0,False,https://www.tiktok.com/@elharti.omar/video/7099590386615667973?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099590386615667973&source=h5_m,2359978,1197,877,1505,228856,7099590364880784133,7099590364880784133,72,7099590364880784133,original sound - elharti.omar,Omar,6.747350740106462e+18,Omar,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099590355061967621.mp3,,False,False,,,,,[],0,0,Canada,#fyp#viral#montreal#canada,0,0,0,0,1,0,0,0,0,1
5,CA,7101460868214295814,1653437708,Do you think Drake is ready for next Powwow? 🤔 #nativetiktok #fypシ,6888059989396767750,Santee Siouxx,"Dakȟóta 🏹 + Odawa 🍓
📍TORONTO 
Business Inquires: santeesiouxx@gmail.com",0,False,https://www.tiktok.com/@santeesiouxx/video/7101460868214295814?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101460868214295814&source=h5_m,747410,2068,5255,4140,93719,6835204256513918978,6835204256513918978,10033,6835204256513918978,Mens Grass (Feat. Cree Confideration),Gathering of Nations Pow Wow,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a8b8a95814be44a0bc02c54699ace2c7,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/bea051ed86eb47ea954a682f2be45785,False,True,,,,,[],0,0,Canada,#nativetiktok #fypシ,0,0,0,0,0,1,0,0,0,0
6,DE,7099913800333249798,1653077502,#meme #funnyvideos #foryou,6995634285936657414,Masriluk,"Low quality Memes 💯 
Daily Upload 👑 
Thanks for 700K 🙏",0,False,https://www.tiktok.com/@masriluk/video/7099913800333249798?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099913800333249798&source=h5_m,5912351,7936,23275,43,1141885,7099913788836629253,7099913788836629253,72,7099913788836629253,original sound - masriluk,Masriluk,6.995634285936657e+18,Masriluk,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099913799683017477.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1c70af0fb30817aa2399201f4761b054.json,False,False,,,,,[],0,0,Canada,#meme #funnyvideos #foryou,1,0,0,0,0,0,0,0,0,0
7,GB,7095766127355186437,1652111796,Just waiting on my call up at the Oppenheim Group hehe #sellingsunset #sellingsunsetoutfit #whyarentyouinuniform,6706459607789224965,robyn,"💘 💘
insta @robynpridmorex
📧 robynpridmore@outlook.com",0,False,https://www.tiktok.com/@robynpridmore/video/7095766127355186437?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095766127355186437&source=h5_m,3227584,405,601,383,253414,6795118771297159941,6795118771297159941,72,6795118771297159941,And why arent you in uniform (Contains music from: Dans le vide - funzfbk),"Contains music from: ""Dans le vide""",6.785690120847771e+18,No context Spongebob,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1658967348492294.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/322a0804d856ae9f3ff93d9fac208d5e.json,False,False,funzfbk,Dans le vide,And why arent you in uniform (Contains music from: Dans le vide - funzfbk),"Contains music from: ""Dans le vide""",[],0,0,Canada,#sellingsunset #sellingsunsetoutfit #whyarentyouinuniform,0,0,0,0,0,0,0,0,0,0
0,US,7099870188782423342,1653067350,The one and only #bottleservice #nightclub #bottleservicegirl #oldtownscottsdale #club #fyp #scottsdale #riothousescottsdale #nightlife,6989085625005786118,Taylor,"Pouring Champagne @riothousescottsdale

Collabs: Taynicolerh.bookings@gmail.com",0,False,https://m.tiktok.com/v/7099870188782423342.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099870188782423342&source=h5_m,11161629,2567,5423,6286,903695,6746993352891189249,6746993352891189249,10033,6746993352891189249,Monkeys Spinning Monkeys,Kevin MacLeod & Kevin The Monkey,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ea8ca7768b2142be9cafe3284d9b97fa,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/bd04654513374431956fb38fa9f8db1b,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1581990211', 'external_song_key': 'apple_song_id'}]",0,0,Canada,#bottleservice #nightclub #bottleservicegirl #oldtownscottsdale #club #fyp #scottsdale #riothousescottsdale #nightlife,0,0,0,0,1,0,0,0,0,0
1,GB,7096246141888630022,1652223560,I get so hot 😭 #latex #latexfashion,7059730370191557637,Katie 🌽,"🌽 ⭐️ ❤️ 
the thing you’re looking for is on my Instagram 👆🏻",0,False,https://m.tiktok.com/v/7096246141888630022.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096246141888630022&source=h5_m,1392726,269,313,1015,98944,7046111112802323246,7046111112802323246,72,7046111112802323246,original sound - niahfilms,<3,6.562900492212158e+18,<3,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7046111121765501742.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ab6eae4e73f6856a0318f9230216b12f.json,False,False,,,,,[],0,0,Canada,#latex #latexfashion,0,0,0,0,0,0,0,0,0,0
2,AT,7094344860609694981,1651780882,#september11footage #worldtradecenter #nyc #history #newyork #wtc,6916275567713616901,September11footage,,0,False,https://m.tiktok.com/v/7094344860609694981.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094344860609694981&source=h5_m,8972061,5298,852,2791,642711,7094344846489111302,7094344846489111302,72,7094344846489111302,original sound - september11footage,September11footage,6.916275567713617e+18,September11footage,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094344851793234694.mp3,,False,False,,,,,[],0,0,Canada,#september11footage #worldtradecenter #nyc #history #newyork #wtc,0,0,0,0,0,0,0,0,0,0
3,CA,7088473256574848261,1650413793,#stitch with @smiletilo,6794823896006198277,Michael Tran,Mt19hjbiz@gmail.com,0,False,https://m.tiktok.com/v/7088473256574848261.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088473256574848261&source=h5_m,46218668,71166,250531,149636,8251434,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Canada,#stitch,0,0,0,0,0,0,0,0,1,0
4,AU,7099961262951517442,1653088554,I SPRAYED IT LIKE AN HOUR BEFORE THIS TO SHOW CHAT 😭💀 #twitch #twitchstreamer #twitchmoments #twitchclips #pickupline #jokes #texttospeech #GamerGirl #tts,6869210267949433861,Mikaylah,"I’m dumb 
YouTube: Mikaylah",0,False,https://m.tiktok.com/v/7099961262951517442.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099961262951517442&source=h5_m,3049279,2809,1745,2068,354152,6770511259797293058,6770511259797293058,10033,6770511259797293058,Quirky,Oleg Kirilkov,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/d2f7bde01e0247c885eb6555b6da1d31,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/8ddc88fbb66c48e8b846be489b7c2940,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1491623902', 'external_song_key': 'apple_song_id'}]",0,0,Canada,#twitch #twitchstreamer #twitchmoments #twitchclips #pickupline #jokes #texttospeech #GamerGirl #tts,0,0,0,0,0,0,0,0,0,0
5,CA,7102527347848498437,1653686016,🫶🏻,6995402028004492293,kallmewhateveryouwant,"Congrats You found my Spam Account
Here’s a cookie 🍪
This account is pure chaos",0,False,https://m.tiktok.com/v/7102527347848498437.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102527347848498437&source=h5_m,1877164,1966,453,834,438571,7074589101378243334,7074589101378243334,72,7074589101378243334,original sound - s0undss.__,.,6.565489143114777e+18,.,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7074589091118992133.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f7e7519b6d6528c7f9251151c7255998.json,False,False,,,,,[],0,0,Canada,,0,0,0,0,0,0,0,0,0,0
6,CA,7096300319100898566,1652236175,just positive gym things😊. #FitTok #gymculture #workouttips #gymlife,6532033965165903874,Madison Djw,"👑Calf Queen👑
ONER ACTIVE: Team Mate - 🖇 below👇🏼
BEAM: Athlete - ‘MDJ’",0,False,https://m.tiktok.com/v/7096300319100898566.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096300319100898566&source=h5_m,5093316,1513,314,1083,312606,7057733536920619823,7057733536920619823,10036,7057733536920619823,MEAN!,Madeline The Person,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/4a616211fb39495fbf12f5b3953c2c9b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/0316ffc4ae4c4711b24025477ad4e374,True,True,,,,,[],0,0,Canada,#FitTok #gymculture #workouttips #gymlife,0,0,0,0,0,0,0,0,0,0
7,US,7079414945468763434,1648304740,#beauty #belle #sexylady😘💋,7076674896278209579,Rachel,Follow for more😘,0,False,https://m.tiktok.com/v/7079414945468763434.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079414945468763434&source=h5_m,1162152,858,839,1290,30705,7077743827485756203,7077743827485756203,72,7077743827485756203,original sound - rech52 (Contains music from: Hometown Girl - ZHU),"Contains music from: ""Hometown Girl""",7.07667489627821e+18,Rachel,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7077743844476930859.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/161f14e2e5ae4e7964ca91f22fe1b31f.json,False,False,ZHU,Hometown Girl,original sound - rech52 (Contains music from: Hometown Girl - ZHU),"Contains music from: ""Hometown Girl""",[],0,0,Canada,#beauty #belle #sexylady😘💋,0,0,0,0,0,0,0,0,0,0
0,CA,7102811519255153926,1653752180,@mia 💗 we’re a team over here,7101772441772786693,Bronwin Aurora,Check my insta bio for 🌶🔗,0,False,https://m.tiktok.com/v/7102811519255153926.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102811519255153926&source=h5_m,311630,70,50,144,17607,6680082537169029894,6680082537169029894,72,6680082537169029894,original sound - nashvillecash (Contains music from: Saxaboom Passion (Bonus Track) - BRN),"Contains music from: ""Saxaboom Passion (Bonus Track)""",2.3990811018488627e+17,Nash,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1630905201068069.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/83488b5bcc479e3d0a2b28f37dcc35f0.json,False,False,BRN,Saxaboom Passion (Bonus Track),original sound - nashvillecash (Contains music from: Saxaboom Passion (Bonus Track) - BRN),"Contains music from: ""Saxaboom Passion (Bonus Track)""",[],0,0,Canada,,0,0,0,0,0,0,0,0,0,0
1,CA,7100247059902516486,1653155095,why do we bite our so? asking for science😌 #lesbian #gay #lgbt #queer #funny #couple,59908688437620736,Geneviève✨,"🏳️‍🌈french lesbian
😈don't come say hi on ig
📩 genevieve@dulcedo.com
📍to/mtl",0,False,https://m.tiktok.com/v/7100247059902516486.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100247059902516486&source=h5_m,1931599,922,3338,556,127727,7086786107588840197,7086786107588840197,72,7086786107588840197,original sound - jenna.byrs9,jenn,6.7938579963904e+16,jenn,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086786123132898053.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d781cea2ebfbeb13678d49b6b704a902.json,False,False,,,,,[],0,0,Canada,#lesbian #gay #lgbt #queer #funny #couple,0,0,1,0,0,0,0,0,0,0
2,AU,7103279898269060354,1653861232,where’s the same energy mike 🤔#strangerthings  #strangerthings4 #strangerthingsedit #viral #fyp #foryoupage,7081747394325349378,🤍,🤍,0,False,https://m.tiktok.com/v/7103279898269060354.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103279898269060354&source=h5_m,918429,1926,887,4,204144,235918692176371712,235918692176371712,71,235918692176371712,Running Up That Hill (A Deal With God),Kate Bush,,,False,False,,https://sf16-music-sign.tiktokcdn.com/obj/tos-useast2a-v-2774/5c4605b0da674d2e8174df1c5117cfa2?x-expires=1653920630&x-signature=Ys%2BUlEBby2JkpLYY2zQBeh%2BU%2B%2Fc%3D,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '901279255', 'external_song_key': 'apple_song_id'}]",0,0,Canada,#strangerthings #strangerthings4 #strangerthingsedit #viral #fyp #foryoupage,0,1,0,0,1,0,0,0,0,1
3,CA,7099313163618897157,1652937661,Would that’ve been a good time to shoot my shot? #gymcrushchronicles #gymcrush #gymbf,6817550197796881413,EMILY KERLEY,"Full Workouts on IG
Canadian | Online Fitness Coach
Apply ↴",0,False,https://m.tiktok.com/v/7099313163618897157.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099313163618897157&source=h5_m,4315297,685,348,541,503050,7070736959819369258,7070736959819369258,72,7070736959819369258,I love you young slo be,ZhongliBootyJiggler6895,6.625709868379947e+18,ZhongliBootyJiggler6895,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7070736979771607850.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/5842dd359c23c86697575fcf6f3773b1.json,False,False,,,,,[],0,0,Canada,#gymcrushchronicles #gymcrush #gymbf,0,0,0,0,0,0,0,0,0,0
4,US,7102082968008674603,1653582550,Hong Kong airport scare #hongkong #hongkongairport #pepperspray #airportscenes,6867294211780674565,Jennifer Kendall,Texan woman with a lot going on.,0,False,https://m.tiktok.com/v/7102082968008674603.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102082968008674603&source=h5_m,271961,277,18,26,17603,224397423236743168,224397423236743168,71,224397423236743168,I Can't Stop (Ekali Tribute),Flux Pavilion,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/2ff700b9f51240ab80269c92d4582625,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/1db7a14169184c24a77c8cef8964a071,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1109122547', 'external_song_key': 'apple_song_id'}]",0,0,Canada,#hongkong #hongkongairport #pepperspray #airportscenes,0,0,0,0,0,0,0,0,0,0
5,US,7102184440121642246,1653606177,He would bench press us both #tall #tallfamily,287888983198777344,That Tall Family,"🪜Tallest Family on the Internet 
🌱 Watch us grow",0,False,https://m.tiktok.com/v/7102184440121642246.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102184440121642246&source=h5_m,460126,440,17,32,24166,7016547803243022337,7016547803243022337,10033,7016547803243022337,Face Off - Dwayne Johnson,Tech N9ne & Joey Cool & King Iso & Dwayne Johnson,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/2f2fc6dd84c149709bf394896cddfebb,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a1d60b712c9e48379b821dc19ce4f2d4,False,True,,,,,[],0,0,Canada,#tall #tallfamily,0,0,0,0,0,0,0,0,0,0
6,CA,7086922998283816198,1650052844,#fyp #couples #relatable #fypシ #foryou,6779421875061474310,Caleb Del Buono,✨ Caleb & Andrea ✨,0,False,https://m.tiktok.com/v/7086922998283816198.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086922998283816198&source=h5_m,12262537,7914,83868,16267,1209800,7068354872076618501,7068354872076618501,72,7068354872076618501,original sound - thefunmaster3000 (Contains music from: Beatzin Fofo - WZ Beat),"Contains music from: ""Beatzin Fofo""",6.978587718997919e+18,Meme Fanpage,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7068354884789209862.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/23a2c37145c4818630fb36fe0ebfa8b7.json,False,False,WZ Beat,Beatzin Fofo,original sound - thefunmaster3000 (Contains music from: Beatzin Fofo - WZ Beat),"Contains music from: ""Beatzin Fofo""",[],0,0,Canada,#fyp #couples #relatable #fypシ #foryou,1,0,0,0,1,1,0,1,0,0
7,CA,7082019339070852398,1648911121,I love cold showers and ice baths for stress levels .. have you tried ?,6958073096578909189,IG : AraQueenBae,"help me 250k 🥺 
Persian Canadian in miami ❤️
Let’s be friends !",0,False,https://m.tiktok.com/v/7082019339070852398.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082019339070852398&source=h5_m,10042106,4758,11817,5316,702437,7078240581507353350,7078240581507353350,72,7078240581507353350,original sound - pwrprograms,Natia Fedotoviene,6.775608451513255e+18,Natia Fedotoviene,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7078240593381444358.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2abaa361ab9558081bd1bee2bc83dc69.json,False,False,,,,,[],0,0,Canada,,0,0,0,0,0,0,0,0,0,0
0,US,7103251947636919594,1653854723,@milamonetofficial 😂😂😂 #fyp #trending #foryoupage #TopGunMode￼ #bisexual #funny,6962051432560870405,Demi Dior,"@demidior is down this is my backup
@itsdemidiorr on snapchat",0,False,https://www.tiktok.com/@itsdemidior/video/7103251947636919594?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103251947636919594&source=h5_m,154306,24,71,70,5373,7097418813482126123,7097418813482126123,72,7097418813482126123,original sound - devine.rose,Devin Duncan,6.708536835318679e+18,Devin Duncan,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7097418827474144046.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/84b0c92c97a6d09861e86a9ff04a4101.json,False,False,,,,,[],0,0,Canada,#fyp #trending #foryoupage #TopGunMode￼ #bisexual #funny,0,1,1,0,1,0,0,0,0,0
1,US,7079172297696775467,1648248243,See the total at the end 💸 #hooters #serverlife #hootersgirl  #workwithme,6752672030342923269,Leah Fennelly,"Scorpio ♏️
Law Student 
 FL 🌞",0,False,https://www.tiktok.com/@leah_fennelly/video/7079172297696775467?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079172297696775467&source=h5_m,12636529,14246,15994,71,1470210,7079172319628774190,7079172319628774190,72,7079172319628774190,original sound - leah_fennelly,Leah Fennelly,6.752672030342923e+18,Leah Fennelly,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7079172328671890222.mp3,,False,False,,,,,[],0,0,Canada,#hooters #serverlife #hootersgirl #workwithme,0,0,0,0,0,0,0,0,0,0
2,US,7100767247739751726,1653276209,learning 😀 #estheticianstudent #byhannahle #paulmitchelltheschool #esthetician #estheticianlife #estheticiantiktok #wax #waxing #waxtok,6695893435738063878,HANNAH,"ESTY STUDENT
BOOKS OPEN 🪩✨
IG:@BYHANNAHLE
💌 hannahmadisonle@gmail.com",0,False,https://www.tiktok.com/@nothannahle/video/7100767247739751726?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100767247739751726&source=h5_m,3611213,433,324,260,200830,7081404214387148802,7081404214387148802,10033,7081404214387148802,As It Was,Harry Styles,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/e699783897654046896f169cb2309b7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/616d44d29c8948ee81c935f5ad1ae371,False,True,,,,,[],0,0,Canada,#estheticianstudent #byhannahle #paulmitchelltheschool #esthetician #estheticianlife #estheticiantiktok #wax #waxing #waxtok,0,0,0,0,0,0,0,0,0,0
