,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_ireland,hash_irish,hash_johnnydepp,hash_stitch,hash_viral
6,GB,7103525837206555909,1653918496,Reply to @chadhall23 👑 #husbandwife,6809251843257697285,SiennaKeera,"Sienna & @georgekeywood 💍 
🤍 links in my Insta bio 🤍
hugo@grail-talent.com",0,False,https://m.tiktok.com/v/7103525837206555909.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103525837206555909&source=h5_m,198722,461,193,133,7047,7103525804977425157,7103525804977425157,72,7103525804977425157,original sound - siennakeera,SiennaKeera,6.809251843257697e+18,SiennaKeera,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103525825110133509.mp3,,False,False,,,,,[],0,0,Ireland,#husbandwife,0,0,0,0,0,0,0,0,0,0
7,IE,7086783910411111685,1650020461, ,6764035898360955910,Thalia,"Just for fun
Insta: tallyteeee",0,False,https://m.tiktok.com/v/7086783910411111685.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086783910411111685&source=h5_m,75384,16,20,104,4638,6981408314408356613,6981408314408356613,72,6981408314408356613,original sound - allen.dkl_ (Contains music from: USHIGYADEWAT - Wolfpinkie),"Contains music from: ""USHIGYADEWAT""",6.926213543869285e+18,✨ ALLEN ✨,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6981408440694491910.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3c290e933dd8044ccd4fa60c8b8bff4f.json,False,False,Wolfpinkie,USHIGYADEWAT,original sound - allen.dkl_ (Contains music from: USHIGYADEWAT - Wolfpinkie),"Contains music from: ""USHIGYADEWAT""",[],0,0,Ireland,,0,0,0,0,0,0,0,0,0,0
0,AT,7071708090239929605,1646510347,#Twintowers #history #2001 #2000 #wtc #september11footage #worldtradecenter #nyc #newyork #2000s,6916275567713616901,September11footage,,0,False,https://m.tiktok.com/v/7071708090239929605.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071708090239929605&source=h5_m,77074791,32645,22421,53223,13156747,7071708066810923782,7071708066810923782,72,7071708066810923782,original sound - september11footage,September11footage,6.916275567713617e+18,September11footage,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7071708076470012677.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9fb4ada30270463ef22a8ad9de6e88b8.json,False,False,,,,,[],0,0,Ireland,#Twintowers #history #2001 #2000 #wtc #september11footage #worldtradecenter #nyc #newyork #2000s,0,0,0,0,0,0,0,0,0,0
1,GB,7103614755323137286,1653939198,#fyp #loveisland rating the new cast,6741328354467283973,Grace,"Small ass big dreams

Enquiries - gkbarry@hldtalent.com",0,False,https://m.tiktok.com/v/7103614755323137286.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103614755323137286&source=h5_m,1821700,4357,3813,2207,362420,7103614762861251333,7103614762861251333,72,7103614762861251333,original sound - gkbarry,Grace,6.741328354467284e+18,Grace,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103614771483691781.mp3,,False,False,,,,,[],0,0,Ireland,#fyp #loveisland,0,0,0,1,0,0,0,0,0,0
2,IE,7090594814944677125,1650907757,How the boys be picking up girls #fyp #foryoupage #jayronic #foryou,6735469330299683845,JAYRONIC,JAY RONIC - LIFE IN MAHON | official music video | OUT NOW ⬇️🎶💯🔥,0,False,https://m.tiktok.com/v/7090594814944677125.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090594814944677125&source=h5_m,481214,2349,2107,2818,60370,7090594803771099910,7090594803771099910,72,7090594803771099910,original sound - jayronic,JAYRONIC,6.735469330299684e+18,JAYRONIC,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7090594810951813894.mp3,,False,False,,,,,[],0,0,Ireland,#fyp #foryoupage #jayronic #foryou,1,1,0,1,0,0,0,0,0,0
3,IE,7103226583992896773,1653848820,Sound familiar 😅#fatlosstips,6815215879372407813,Evan Daly_dailyfitness,"Online coaching ✅
⬇️Apply for Online Coaching ⬇️",0,False,https://m.tiktok.com/v/7103226583992896773.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103226583992896773&source=h5_m,77669,18,10,17,7880,7082132495231863557,7082132495231863557,72,7082132495231863557,original sound - charilefilms (Contains music from: XO TOUR Llif3 (Originally Performed by Lil Uzi Vert) [Karaoke Instrumental Version] - Hit The Button Karaoke),"Contains music from: ""XO TOUR Llif3 (Originally Performed by Lil Uzi Vert) [Karaoke Instrumental Version]""",6.978232425504278e+18,Charlie,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7082132506950028038.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d38e05338cf3da79e2e8e7888a4f9ea1.json,False,False,Hit The Button Karaoke,XO TOUR Llif3 (Originally Performed by Lil Uzi Vert) [Karaoke Instrumental Version],original sound - charilefilms (Contains music from: XO TOUR Llif3 (Originally Performed by Lil Uzi Vert) [Karaoke Instrumental Version] - Hit The Button Karaoke),"Contains music from: ""XO TOUR Llif3 (Originally Performed by Lil Uzi Vert) [Karaoke Instrumental Version]""",[],0,0,Ireland,#fatlosstips,0,0,0,0,0,0,0,0,0,0
4,GB,7103495144564854022,1653911351,Just watch the change 😂👀🍷🫶🏽 #weloveyoujudgepenney #judgepenney #judgepenny #pennyazcarate #justiceforjohnnydepp #johnnydepptrial #johnnydepp #amberheard #GlowUp #fyp #fypシ #foryoupage #judgepennymegapint #camillevasquez #jdtrialday25 #jdtrial #megapint #welovejohnnydepp,6799005050821837830,Mina,"Alexa, who is Amber heard?
Cash app: AshMina1",0,False,https://m.tiktok.com/v/7103495144564854022.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103495144564854022&source=h5_m,3290719,1549,5174,11,338172,6817542745180080129,6817542745180080129,10036,6817542745180080129,"Athletic Meet ""Heaven and Hell"" (No Introduction)",Shinonome,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/80d857b7a2ab406396826e88b892565e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/715721b414804c2bb4db925e84c3b37a,True,True,,,,,[],0,0,Ireland,#weloveyoujudgepenney #judgepenney #judgepenny #pennyazcarate #justiceforjohnnydepp #johnnydepptrial #johnnydepp #amberheard #GlowUp #fyp #fypシ #foryoupage #judgepennymegapint #camillevasquez #jdtrialday25 #jdtrial #megapint #welovejohnnydepp,0,1,0,1,1,0,0,1,0,0
5,IE,7089415352953605381,1650633141,#wyhapod #fyp #fypシ #irishpodcast #funnypodcast #irishtiktok #relatable,6898596737390773253,WYHA podcast,Full episodes available!! Click the link below to check out our platforms. ⬇️⬇️,0,False,https://m.tiktok.com/v/7089415352953605381.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089415352953605381&source=h5_m,1242378,1999,4164,3686,149287,7089415330065287941,7089415330065287941,72,7089415330065287941,original sound - wyhapod,WYHA podcast,6.898596737390773e+18,WYHA podcast,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7089415345496197893.mp3,,False,False,,,,,[],0,0,Ireland,#wyhapod #fyp #fypシ #irishpodcast #funnypodcast #irishtiktok #relatable,0,0,0,1,1,0,0,0,0,0
6,IE,7099580193064357126,1652999829,#fyp @the_clipz_guy,7061743278090617862,The_clipz_guy,🚨FACE REVAL AT 10K FOLLOWERS.FOLLOW MY IG IN BIO 🥳,0,False,https://m.tiktok.com/v/7099580193064357126.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099580193064357126&source=h5_m,804574,1048,2014,2486,63059,7099580157510028037,7099580157510028037,72,7099580157510028037,original sound - the_clipz_guy,The_clipz_guy,7.061743278090618e+18,The_clipz_guy,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099580176798845702.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3d1ad6d8f7a2fdfc193ec4c6960f896c.json,False,False,,,,,[],0,0,Ireland,#fyp,0,0,0,1,0,0,0,0,0,0
7,GB,7103544302466321669,1653922795,Tell us when you spot Jacob 🥵 #fyp #ElectrifyTheMini #HolidayModeActivated #viral #jabobchuckorscranit #binleymegachippy,6844623111015564293,Jacobpaski,"Jacob and ollie ball 
Enquiries: Scranit@waves.yt
New yt vid out",0,False,https://m.tiktok.com/v/7103544302466321669.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103544302466321669&source=h5_m,3280886,15091,19617,23514,638989,7103544304790309637,7103544304790309637,72,7103544304790309637,original sound - jabobchuckorscranit,Jacobpaski,6.844623111015564e+18,Jacobpaski,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103544321592675078.mp3,,False,False,,,,,[],0,0,Ireland,#fyp #ElectrifyTheMini #HolidayModeActivated #viral #jabobchuckorscranit #binleymegachippy,0,0,0,1,0,0,0,0,0,1
0,US,7101460118235106566,1653437533,#greenscreen 🥹🫶,6532039134054203394,faith kristin☁️,"20 
welcome to the hot mess express🚂
happy you’re here <3
follow for more :)",0,False,https://m.tiktok.com/v/7101460118235106566.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101460118235106566&source=h5_m,5979019,12344,8873,10304,1496335,7092173439074568966,7092173439074568966,72,7092173439074568966,original sound - lyweeb (Contains music from: Fullscreen - Hawk),"Contains music from: ""Fullscreen""",6.924147612254864e+18,ly' 𝐬,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092173438366059270.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e9dc881c00b99077512fc4995761c329.json,False,False,Hawk,Fullscreen,original sound - lyweeb (Contains music from: Fullscreen - Hawk),"Contains music from: ""Fullscreen""",[],0,0,Ireland,#greenscreen,0,0,0,0,0,0,0,0,0,0
1,IE,7103615968089312518,1653939480, ,6719558864272229382,Ben Williams,Code “BuddyCup” for 30% off the best training plans in the game👇🏼,0,False,https://m.tiktok.com/v/7103615968089312518.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103615968089312518&source=h5_m,92032,338,240,344,8307,7066599208568179503,7066599208568179503,72,7066599208568179503,original sound - futurefootballstar,Braylon & Peyton,6.8135737693542e+18,Braylon & Peyton,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7066599227681475374.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/15a25e4548da7f71996dea68641b0c54.json,False,False,,,,,[],0,0,Ireland,,0,0,0,0,0,0,0,0,0,0
2,IE,7098025944983604486,1652637950,pretty cool guys #alopeciaareata #alopecia #fyp #foryoupage #xyzbca,6837567299377988613,tara,"using my baldness for tiktok views 
i used to be ginger 💯",0,False,https://m.tiktok.com/v/7098025944983604486.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098025944983604486&source=h5_m,166709,320,111,167,24709,6837835112978090758,6837835112978090758,72,6837835112978090758,original sound - millennial32 (Contains music from: Feelings - M.O.S.),"Contains music from: ""Feelings""",6.811486243077129e+18,Millennial32,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6837835054090128134.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d7042fd932e4723de61064bd485d149e.json,False,False,M.O.S.,Feelings,original sound - millennial32 (Contains music from: Feelings - M.O.S.),"Contains music from: ""Feelings""",[],0,0,Ireland,#alopeciaareata #alopecia #fyp #foryoupage #xyzbca,0,1,0,1,0,0,0,0,0,0
3,GB,7103110955315318021,1653821898,Unbreakable🫶🏻❤️ #foryou #family #careleaver,6861149625279136774,BFarey🧚‍♀️,,0,False,https://m.tiktok.com/v/7103110955315318021.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103110955315318021&source=h5_m,9108046,7205,1985,2638,1599639,7076262097558063914,7076262097558063914,72,7076262097558063914,XO,Basically nightcore,7.040300622462469e+18,Basically nightcore,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7076262113718848302.mp3,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/b059bc66418ad5dceaca18a775955b73.json,False,False,,,,,[],0,0,Ireland,#foryou #family #careleaver,1,0,0,0,0,0,0,0,0,0
4,AU,7103030298945883393,1653803119,Reply to @gnrt8000  What’s the point of GLASS FLOORS - you never see anything... @discover_soneva #maldives #maldivestiktok #bucketlist #travel #tiktokaustralia #australia #sonevajani,6706020004335027206,Adam Rikys,Travel vids 4 U 🌏,0,False,https://m.tiktok.com/v/7103030298945883393.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103030298945883393&source=h5_m,1667584,419,956,870,190143,7064377982554507268,7064377982554507268,10033,7064377982554507268,Beach,ArmenVoskanian,,,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/e48fd828e36f4e9a93d9cab7b1460893,,False,True,,,,,[],0,0,Ireland,#maldives #maldivestiktok #bucketlist #travel #tiktokaustralia #australia #sonevajani,0,0,0,0,0,0,0,0,0,0
5,IE,7095797063052479750,1652118999, ,6716785574030476294,RayChill98,"If you don’t laugh you’ll cry x
⚠️May contain strong language⚠️",0,False,https://m.tiktok.com/v/7095797063052479750.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095797063052479750&source=h5_m,227989,104,168,131,16009,7095797029447781125,7095797029447781125,72,7095797029447781125,original sound - raychill_98,RayChill98,6.716785574030476e+18,RayChill98,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095797049619467014.mp3,,False,False,,,,,[],0,0,Ireland,,0,0,0,0,0,0,0,0,0,0
6,GB,7098801692451376389,1652818569,This went hard🔥🤩 #fyp #viral #blowthisup #rap #hiphop #freestylerap #foryou,7049493786392937477,TheDailyRap_,"DAILY RAP VIDEOS🎤🔥
Instagram-@thedailyrap__

www.tiktok.com/@thedailyrap_",0,False,https://m.tiktok.com/v/7098801692451376389.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098801692451376389&source=h5_m,2823190,2106,4533,10,386509,7098801700827384582,7098801700827384582,72,7098801700827384582,original sound - thedailyrap_,TheDailyRap_,7.049493786392937e+18,TheDailyRap_,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098801715176065797.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4e4dc0d197b1cf26e765dfea717eb95c.json,False,False,,,,,[],0,0,Ireland,#fyp #viral #blowthisup #rap #hiphop #freestylerap #foryou,1,0,0,1,0,0,0,0,0,1
7,FR,7099164826550766854,1652903117,#conormcgregor #Chopard #cannes2022 @hotelmartinezcannes,6743496270406534150,@galafr,"Stars as you’ve never seen before ✨ 
All original content @gala.fr",0,False,https://m.tiktok.com/v/7099164826550766854.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099164826550766854&source=h5_m,4974967,1510,609,7,169806,6872056892630240005,6872056892630240005,72,6872056892630240005,I just wanna feel so close to u rn,Izzy,6.747809502084924e+18,Izzy,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6872056839941507845.mp3,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/2656ac50c2542e2695e607e8634aabf0.json,False,False,,,,,[],0,0,Ireland,#conormcgregor #Chopard #cannes2022,0,0,0,0,0,0,0,0,0,0
0,US,7103039006455205162,1653805146,Reply to @tastygames7,6919298615585719302,Keith Kicks,Just a scro tryna live his best life,0,False,https://www.tiktok.com/@sneaker.keith/video/7103039006455205162?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103039006455205162&source=h5_m,10647754,24783,88158,4327,2209254,6858135959070836737,6858135959070836737,10033,6858135959070836737,WAP (feat. Megan Thee Stallion),Cardi B,,,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/2f0d251e13184ea49e6c9d0fb3802f72,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/cde902382310480e824928732df7dad6,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1526746984', 'external_song_key': 'apple_song_id'}]",0,0,Ireland,,0,0,0,0,0,0,0,0,0,0
1,US,7099047805586591022,1652875872,#fyp #JailTok #FreeTheGuys 🖤🤞🏾,7059394577968464942,@TheSanQuintin,"West, Tx📍
📸 : @TheSanQuintin
🐦 : @TheSanQuintin
👻 : @TheSanQuintin",0,False,https://www.tiktok.com/@getlike.q/video/7099047805586591022?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099047805586591022&source=h5_m,4301695,3272,3027,503,1063686,7099047715874556715,7099047715874556715,72,7099047715874556715,original sound - getlike.q,@TheSanQuintin,7.059394577968465e+18,@TheSanQuintin,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7099047785164557102.mp3,,False,False,,,,,[],0,0,Ireland,#fyp #JailTok #FreeTheGuys,0,0,0,1,0,0,0,0,0,0
2,GN,7074946806580399366,1647264421,😂😂😂😂,6737041002073342981,Mamadou Bobo Balde,"Abonnez-vous 🙏😭 Follow me 
Instagram: Princebobo224
           wvjsyu",0,False,https://www.tiktok.com/@princebobo224/video/7074946806580399366?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074946806580399366&source=h5_m,19387335,12316,94584,146455,609419,7074946756597189382,7074946756597189382,72,7074946756597189382,original sound - princebobo224 (Contains music from: Funny Laugh Of Loud (Voice Mix) - Wheezy),"Contains music from: ""Funny Laugh Of Loud (Voice Mix)""",6.737041002073343e+18,Mamadou Bobo Balde,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7074946772787464966.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7265772d5db45095f6c6195e0949f68d.json,False,False,Wheezy,Funny Laugh Of Loud (Voice Mix),original sound - princebobo224 (Contains music from: Funny Laugh Of Loud (Voice Mix) - Wheezy),"Contains music from: ""Funny Laugh Of Loud (Voice Mix)""",[],0,0,Ireland,,0,0,0,0,0,0,0,0,0,0
3,CA,7103687026616192261,1653956026,What would you do for your crush? #fyp #lol #couplejokes,6895899492491772934,Max,"Other page got deleted at 30 Million Likes
Youre here bcuz my video hit your fyp",0,False,https://www.tiktok.com/@thinkitsayit/video/7103687026616192261?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103687026616192261&source=h5_m,18285,2,0,0,428,7076430832257026050,7076430832257026050,10033,7076430832257026050,We'll Never Have Sex,Leith Ross,,,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b37d2de1ef474e1c8f09f16cde4bf145,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/2b3b00baa16043d28de3fab7554d1b86,False,True,,,,,[],0,0,Ireland,#fyp #lol #couplejokes,0,0,0,1,0,0,0,0,0,0
4,AU,7101942656015568130,1653549881,Reply to @jacksonmadden1  I haven’t slept for 5 days #fyp,6812773845183939589,follow 😛,"follow my instagram to grow 👆👆
business: macenclay@gmail.com",0,False,https://www.tiktok.com/@macenclay/video/7101942656015568130?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101942656015568130&source=h5_m,4169552,7922,203,201,161213,7101942651285080834,7101942651285080834,72,7101942651285080834,original sound - macenclay,follow 😛,6.81277384518394e+18,follow 😛,False,True,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7101942625950845698.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f89fa296225773704be5d54f95f45664.json,False,False,,,,,[],0,0,Ireland,#fyp,0,0,0,1,0,0,0,0,0,0
5,US,7102355288707173633,1653645955,#fish #fishing,6813638319723299845,Angler Family,"Product Ordering In The Video
👇👇👇",0,False,https://www.tiktok.com/@angler_family/video/7102355288707173633?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102355288707173633&source=h5_m,6498385,368,8734,2925,213207,6781927219452184577,6781927219452184577,10033,6781927219452184577,Catch a Fish,Outlaw,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/426d1d6e8c3c48558426d21d8c60a9e9,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/cc64efe0de5a4259a063af0678c166ca,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1264386888', 'external_song_key': 'apple_song_id'}]",0,0,Ireland,#fish #fishing,0,0,0,0,0,0,0,0,0,0
