,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_amberheard,hash_australia,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_johnnydepp,hash_trending,hash_viral
3,AU,7094140142054640897,1651733217,#duet with @noeldeyzel_bodybuilder #gym #Fitness #gains #gymtok #viral,6760396304797451270,kyle muscle,"Gold Coast / 21 /Australia 🇦🇺 
Follow the insta 🔱
Playlist, Insta, YouTube 👇",0,False,https://www.tiktok.com/@kylemuscle/video/7094140142054640897?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094140142054640897&source=h5_m,1518221,825,2244,3782,184336,7081344356355001131,7081344356355001131,10036,7081344356355001131,First Class,Jack Harlow,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b0ef0fd6ebb14db5b4bf031c3e284c41,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e4b682e6a6cf4c58ad80e9a8330f53ef,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1618136917', 'external_song_key': 'apple_song_id'}]",0,0,Australia,#duet #gym #Fitness #gains #gymtok #viral,0,0,0,0,0,0,0,0,0,1
4,GB,7095812014081117441,1652122480,#JusticeForJohnnyDepp #fyp #foryoupage #NotoViolence,6599000734742003714,Medaleine Rhea Babista Docallos,Nurse. Agent Orange. Ambivert. Adventurous. Libra....,0,False,https://www.tiktok.com/@joeymedz/video/7095812014081117441?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095812014081117441&source=h5_m,28185302,78699,113287,136446,7253395,7095812017902193409,7095812017902193409,24,7095812017902193409,original sound - joeymedz,Medaleine Rhea Babista Docallos,6.599000734742004e+18,Medaleine Rhea Babista Docallos,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7095812001914047233.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/092120020f12b671e9988fa9ae6b09a6.json,False,False,,,,,[],0,0,Australia,#JusticeForJohnnyDepp #fyp #foryoupage #NotoViolence,0,0,0,1,0,1,0,0,0,0
5,GB,7099992475963559173,1653095822,part 1? #fypシ #sheknows #liar,6860184533921219589,Mistyscloset,"No spam likes 
🥵 links on Insta 
👻 - misty_fordof",0,False,https://www.tiktok.com/@mistyfordof/video/7099992475963559173?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099992475963559173&source=h5_m,7602401,230,289,298,750277,6992632789870906118,6992632789870906118,72,6992632789870906118,she knows (Contains music from: She Knows - J. Cole),"Contains music from: ""She Knows""",6.5569037141369e+18,favsoundds,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6992632895697373957.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7c2b032fdf2c8aecb11ca56c579e3d2a.json,False,False,J. Cole,She Knows,she knows (Contains music from: She Knows - J. Cole),"Contains music from: ""She Knows""",[],0,0,Australia,#fypシ #sheknows #liar,0,0,0,0,0,0,1,0,0,0
6,US,7101468260356361514,1653439426,💭💭💭 #quotes #pain #pleasure #life #pizza #sallyslices #fypシ,6663139232943849477,Sal,CEO of inspiration 👍❤️,0,False,https://www.tiktok.com/@sallyslices/video/7101468260356361514?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101468260356361514&source=h5_m,6932880,5418,6407,11867,906334,7072498254994212866,7072498254994212866,10033,7072498254994212866,Jugaste Y Sufri (Slowed + Reverb),Alwet,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/7c5c4b7fd8e54db998213de1a84f6867,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/b334bfed6fb64846b0c6dd38d405d450,False,True,,,,,[],0,0,Australia,#quotes #pain #pleasure #life #pizza #sallyslices #fypシ,0,0,0,0,0,0,1,0,0,0
7,AU,7085662702047137025,1649759416,#oliviaslander #mafs,6601731198552342533,ginger ;),,0,False,https://www.tiktok.com/@immalittlestar/video/7085662702047137025?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085662702047137025&source=h5_m,3127753,3983,6564,5403,286656,7085662729633041154,7085662729633041154,72,7085662729633041154,original sound - immalittlestar,ginger ;),6.601731198552343e+18,ginger ;),False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7085662722423098113.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a60662767c44cbdc9837614192611968.json,False,False,,,,,[],0,0,Australia,#oliviaslander #mafs,0,0,0,0,0,0,0,0,0,0
0,AU,7101052382645079297,1653342599,my favourite white boy #fyp #shameless #carlgallagher #shamlessedits #carlgallagheredits #ethancutkosky #ethancutkoskyedits #foryou #aeahslvr,7012174765696009217,p,"After effects
Thankyou for 68k!
Edit requests⬇️",0,False,https://www.tiktok.com/@aeahslvr/video/7101052382645079297?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101052382645079297&source=h5_m,7331216,14255,12470,43815,1889795,7101052343231662850,7101052343231662850,72,7101052343231662850,original sound - aeahslvr,p,7.012174765696009e+18,p,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7101052289925843714.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2949d9e093c24875f824547e39f19325.json,False,False,,,,,[],0,0,Australia,#fyp #shameless #carlgallagher #shamlessedits #carlgallagheredits #ethancutkosky #ethancutkoskyedits #foryou #aeahslvr,0,0,1,0,0,1,0,0,0,0
1,US,7096196340153191723,1652211962,"Guess I have to count to 100,000 again lol",6614519312189947909,MrBeast,Hacked at 100m followers,0,False,https://www.tiktok.com/@mrbeast/video/7096196340153191723?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096196340153191723&source=h5_m,6899002,15806,978,2212,1048985,7058433116104428335,7058433116104428335,72,7058433116104428335,all the things she said slowed (Contains music from: All The Things She Said - t.A.T.u.),"Contains music from: ""All The Things She Said""",6.733368876640683e+18,xxtristanxo,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7058433130088221487.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/613b01518945eb94fe709cc905529afa.json,False,False,t.A.T.u.,All The Things She Said,all the things she said slowed (Contains music from: All The Things She Said - t.A.T.u.),"Contains music from: ""All The Things She Said""",[],0,0,Australia,,0,0,0,0,0,0,0,0,0,0
2,GR,7098663546304613638,1652786406,#usa #vs #russia #fyp #foryoupage #usavsrussia11 #usavsrussia10 #usavsrussia14 #usavsrussia6 #viral #trending #girls,7067837800562115590,usavsrussia14,hi there ✌💙,0,False,https://www.tiktok.com/@usavsrussia14/video/7098663546304613638?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098663546304613638&source=h5_m,2545666,1097,728,1938,145367,6742199989981678342,6742199989981678342,72,6742199989981678342,whyisthisaudiofamous (Contains music from: Pistol - Andre Swilley & Cookie Cutters),"Contains music from: ""Pistol""",2381819.0,molly 💛,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1646046236596230.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/300aaff96976f5891d3ce79259304b7f.json,False,False,Andre Swilley & Cookie Cutters,Pistol,whyisthisaudiofamous (Contains music from: Pistol - Andre Swilley & Cookie Cutters),"Contains music from: ""Pistol""",[],0,0,Australia,#usa #vs #russia #fyp #foryoupage #usavsrussia11 #usavsrussia10 #usavsrussia14 #usavsrussia6 #viral #trending #girls,0,0,0,1,0,1,0,0,1,1
3,US,7096660378846891310,1652320004,sweet goorrrl😂🇺🇸 #militaryfamily #milso #militaryspouse #militarylife #10MillionAdoptions #fyp,7088481699319465006,fel,pretty relatable if you’re a military wife or mom,0,False,https://www.tiktok.com/@felfranky/video/7096660378846891310?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096660378846891310&source=h5_m,7119266,792,656,2475,1018411,7076062511933901573,7076062511933901573,72,7076062511933901573,Sweet Giirrrrllll face beat x Father Philis (Contains music from: Face Beat - Father Philis),"Contains music from: ""Face Beat""",6.808628320147654e+18,Phil,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7076062516677364486.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/502e849a96f04fa9417d1c14e78c983d.json,False,False,Father Philis,Face Beat,Sweet Giirrrrllll face beat x Father Philis (Contains music from: Face Beat - Father Philis),"Contains music from: ""Face Beat""",[],0,0,Australia,#militaryfamily #milso #militaryspouse #militarylife #10MillionAdoptions #fyp,0,0,0,0,0,1,0,0,0,0
4,VN,7102350314371632386,1653653100,"Amber's Lawyer Messes Up with The ""Wrong Guy"" #johnnydepp #amberheard #johnnydepptrial #viral #justiceforjohnnydepp #johnnydeppisinnocent",7041192927456674818,Lessons in 30s,Justice for Johnny Depp,0,False,https://www.tiktok.com/@lessonsin30s/video/7102350314371632386?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102350314371632386&source=h5_m,29583526,39617,129055,190912,4578954,7102385976374201090,7102385976374201090,24,7102385976374201090,original sound - lessonsin30s (Contains music from: Enemy (Arcane League of Legends) - Epic Version - Krutikov Music),"Contains music from: ""Enemy (Arcane League of Legends) - Epic Version""",7.041192927456675e+18,Lessons in 30s,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102385955050457858.mp3,,False,False,Krutikov Music,Enemy (Arcane League of Legends) - Epic Version,original sound - lessonsin30s (Contains music from: Enemy (Arcane League of Legends) - Epic Version - Krutikov Music),"Contains music from: ""Enemy (Arcane League of Legends) - Epic Version""",[],0,0,Australia,#johnnydepp #amberheard #johnnydepptrial #viral #justiceforjohnnydepp #johnnydeppisinnocent,1,0,0,0,0,0,0,1,0,1
5,AU,7088804589582961921,1650490937,MAKE A SCENE!!! 🤷‍♂️😂😳,6656920079236923397,jackson.odoherty,"Just another talentless idiot on tiktok
Follow me on IG or I’ll be offended",0,False,https://www.tiktok.com/@jackson.odoherty/video/7088804589582961921?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088804589582961921&source=h5_m,19354760,8559,22214,30428,2614971,7088804600785931009,7088804600785931009,72,7088804600785931009,original sound - jackson.odoherty,jackson.odoherty,6.656920079236923e+18,jackson.odoherty,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7088804526060915458.mp3,,False,False,,,,,[],0,0,Australia,,0,0,0,0,0,0,0,0,0,0
6,CA,7094635493740104965,1651848551,Why I’m scared of a face lift #facelift #makeup #transformationchallenge,6766392788742423557,Chloe,If I make it to 1 million followers I’m literally going to diarrhea 😂,0,False,https://www.tiktok.com/@chloewaterz/video/7094635493740104965?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094635493740104965&source=h5_m,6445991,670,530,235,275123,6826181954702985218,6826181954702985218,10033,6826181954702985218,Like a G6,Like a G6 Karaoke,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/dee58dcadac74063bcdbe228d0e9d1d2,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/339cc685342848cdb133ff9d42e1079c,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1513267536', 'external_song_key': 'apple_song_id'}]",0,0,Australia,#facelift #makeup #transformationchallenge,0,0,0,0,0,0,0,0,0,0
7,SE,7101008922286279941,1653332480,I forgot I was a bad b!tch.. TRAGIC ✨ #kokodashsquad #khloeandtristan #trashtan #khloekardashian,7053133453131219974,Kokodashsquad ❤️,"Dream goal/ 10k Follows
I work hard on my edits everyday ❤️
Hate comment🗑",0,False,https://www.tiktok.com/@kkokodash/video/7101008922286279941?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101008922286279941&source=h5_m,1531685,115,84,43,88216,7058365144887364399,7058365144887364399,10036,7058365144887364399,cinderella's dead,EMELINE,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/4278d2f3084d4caf9ab0c396401fd8e3,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/933705ebca7f407e97ef321b60f39310,False,True,,,,,[],0,0,Australia,#kokodashsquad #khloeandtristan #trashtan #khloekardashian,0,0,0,0,0,0,0,0,0,0
0,AU,7103030393674288385,1653803141,Copylink or kiss Puttin🔞 #fyp #foryou #xyzbca #fypシ,7067821946633552897,Global_Thoughts,Follow my new acc: @enteryournewrealities,0,False,https://www.tiktok.com/@global_thoughts/video/7103030393674288385?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103030393674288385&source=h5_m,123090,98,518,0,10848,6953649645276891909,6953649645276891909,72,6953649645276891909,original sound - mybusssywet (Contains music from: Baldur’s Gate - Aurora Creation),"Contains music from: ""Baldur’s Gate""",6.65018571145252e+18,boo,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6953649754601851653.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/4b46fc7ba3cec756bff407f3d70905c2.json,False,False,Aurora Creation,Baldur’s Gate,original sound - mybusssywet (Contains music from: Baldur’s Gate - Aurora Creation),"Contains music from: ""Baldur’s Gate""",[],0,0,Australia,#fyp #foryou #xyzbca #fypシ,0,0,1,0,0,1,1,0,0,0
1,GB,7100576997830626565,1653231915,#fyp #cringe #foryou,7097920097297400837,Daddy😩,"cringe (but perfectly cut)😬
Trying to hit 30k follower’s 😂",0,False,https://www.tiktok.com/@perfectlycutcringe/video/7100576997830626565?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100576997830626565&source=h5_m,14721527,38141,48099,266,2241110,7100576986959612678,7100576986959612678,72,7100576986959612678,original sound - perfectlycutcringe (Contains music from: Meow sound then Hyperpop - Enderboybeats),"Contains music from: ""Meow sound then Hyperpop""",7.097920097297401e+18,Daddy😩,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100576985029987078.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5538b4ee48f9157d498273068ac967a0.json,False,False,Enderboybeats,Meow sound then Hyperpop,original sound - perfectlycutcringe (Contains music from: Meow sound then Hyperpop - Enderboybeats),"Contains music from: ""Meow sound then Hyperpop""",[],0,0,Australia,#fyp #cringe #foryou,0,0,1,0,0,1,0,0,0,0
2,FR,7101981603274050822,1653558952,I had the same reaction as Javon 😭😭 #fatylou #foryoupage #jaylacookiewalton #javonwannawalton #waltonthings @itsjaylaaw @thejaylawaltonofficial @Wanna🥊 <3,7032569038178042886,🫶🏼,"< Val and Lilou 3
Lea & Julia are baes ❤️‍🩹
Thanks for 26K !",0,False,https://www.tiktok.com/@waltonthings/video/7101981603274050822?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101981603274050822&source=h5_m,8959252,7163,4058,149,1711716,7059154915663203118,7059154915663203118,10036,7059154915663203118,Boyfriend,Dove Cameron,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/3f370741d7d34515841b8d7710dbfcf5,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f020afb2e78141ef8e81e4e31c3576e5,True,True,,,,,[],0,0,Australia,#fatylou #foryoupage #jaylacookiewalton #javonwannawalton #waltonthings,0,0,0,1,0,0,0,0,0,0
3,AU,7092685571750989057,1651394548,#fyp #hardesteditz #edits #OnlyInMyCalvins,6846308864016040965,HardestEditz❄️,"Follow for daily posts 📩
🎯150🎯",0,False,https://www.tiktok.com/@hardesteditz/video/7092685571750989057?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092685571750989057&source=h5_m,9974380,9013,20056,43809,1714427,7092685561248516866,7092685561248516866,72,7092685561248516866,original sound - hardesteditz,HardestEditz❄️,6.846308864016041e+18,HardestEditz❄️,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7092685511348767489.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f5daab925e8564b2379a1b046045e809.json,False,False,,,,,[],0,0,Australia,#fyp #hardesteditz #edits #OnlyInMyCalvins,0,0,0,0,0,1,0,0,0,0
4,AU,7097568553460649218,1652531455,I caught him red handed @crayator … should he go to horny jail? #twitchgirls  #twitchfails #streamfails,6650674221000065030,Berticuss,"🤍 Australian Twitch Streamer 🤍 


📧 Business Email 📧 : Berticuss@mgmtexe.com",0,False,https://www.tiktok.com/@berticuss/video/7097568553460649218?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097568553460649218&source=h5_m,871786,294,139,744,89408,6778968637492430849,6778968637492430849,10033,6778968637492430849,Blue Blood,Heinz Kiessling & Various Artists,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/08d510b36c464c09a854525aa4e58e97,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/3456878546824303adb4e4381c489161,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '389365966', 'external_song_key': 'apple_song_id'}]",0,0,Australia,#twitchgirls #twitchfails #streamfails,0,0,0,0,0,0,0,0,0,0
5,DE,7092139587740519682,1651334399,#tomholland #uncharted,6532066330370129922,grandma,"the name's 'Yekta'
emma's 💍
DO NOT SPAM",0,False,https://www.tiktok.com/@y_qmri/video/7092139587740519682?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092139587740519682&source=h5_m,16313952,9251,7100,33627,2559913,7092427228524317441,7092427228524317441,24,7092427228524317441,original sound - y_qmri,grandma,6.53206633037013e+18,grandma,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7092427219947014913.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/efcabcd91e04bea42fb2a88c8a6d5ddd.json,False,False,,,,,[],0,0,Australia,#tomholland #uncharted,0,0,0,0,0,0,0,0,0,0
6,GB,7101798429168372998,1653516302,Reply to @khgvbji #fypシ #abcxyz #educationalpurposes #fakesituation,6982891804522890245,woah981,"Subscribe to ‘Robert Ellis’ on YouTube

cash.app/£woah981",0,False,https://www.tiktok.com/@woah981/video/7101798429168372998?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101798429168372998&source=h5_m,13992162,41240,51535,83959,2097983,7101798410902162181,7101798410902162181,72,7101798410902162181,original sound - woah981,woah981,6.98289180452289e+18,woah981,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101798408339475205.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1cfb63c9067897e55f20d7187eadc283.json,False,False,,,,,[],0,0,Australia,#fypシ #abcxyz #educationalpurposes #fakesituation,0,0,0,0,0,0,1,0,0,0
7,ES,7102560418048019717,1653693716,#netflix #cast #film#filmes#series#unforgettablelove#filmesnetfix#seriesnetflix,7102497345241138181,Films|Series|Cinema,Best films for everyone,0,False,https://www.tiktok.com/@hum0r1uv/video/7102560418048019717?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102560418048019717&source=h5_m,1488014,228,140,579,136994,7102560380605664006,7102560380605664006,72,7102560380605664006,original sound - hum0r1uv,Films|Series|Cinema,7.102497345241138e+18,Films|Series|Cinema,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102560413614951174.mp3,,False,False,,,,,[],0,0,Australia,#netflix #cast #film#filmes#series#unforgettablelove#filmesnetfix#seriesnetflix,0,0,0,0,0,0,0,0,0,0
0,AU,7091171040977505538,1651041919, ,7036193425432101893,WJGJ#15,like & follow friends and family,0,False,https://m.tiktok.com/v/7091171040977505538.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091171040977505538&source=h5_m,2485089,2678,17562,8579,152175,6862861705844722437,6862861705844722437,72,6862861705844722437,original sound - melbcomedyfestival,Melbourne Int. Comedy Festival,6.767519881178351e+18,Melbourne Int. Comedy Festival,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6862861661842311941.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/a5ef1ef61dcb06c5d36df5641bad3da7.json,False,False,,,,,[],0,0,Australia,,0,0,0,0,0,0,0,0,0,0
